movie_odid,display_name,release_odid,release_name,video_release_date,type,distributor
279400100,Barbie: Video Game Hero,145520119,Barbie Video Game Hero,2017-01-17,Online Only,Universal Home Entertainment
279420100,Snezhnaya koroleva 3. Ogon i led,193440119,Snow Queen 3: Fire and Ice,2018-10-02,Regular,Lionsgate Home Entertainment
279430100,Sgt. Stubby: An American Hero,189170119,Sgt. Stubby: An American Hero,2018-12-11,Regular,Paramount Home Video
279460100,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,151000119,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,2017-07-11,Online Only,Sony Pictures Home Entertainment
279470100,Paris Can Wait,157380119,Paris Can Wait,2017-09-05,Regular,Sony Pictures Home Entertainment
279480100,Saving Banksy,151580119,Saving Banksy,2017-05-02,Regular,Passion River
279530100,La Trilogie Marseillaise,155000119,The Marseille Trilogy,2017-06-20,Regular,Criterion
279570100,Call Me by Your Name,169150119,Call Me by Your Name,2018-02-27,Online Only,Sony Pictures Home Entertainment
279580100,The Levelling,151240119,The Levelling,2017-04-25,Regular,Cinedigm
279590100,The Harrow,145630119,The Harrow,2017-01-24,Regular,Breaking Glass Pictures
279670100,All Nighter,153750119,All Nighter,2017-06-06,Regular,Fox Home Entertainment
279680100,Awakening the Zodiac,155710119,Awakening the Zodiac,2017-07-04,Regular,Sony Pictures Home Entertainment
279700100,Mom & Dad,168450119,Mom & Dad,2018-01-19,Online Only,Momentum Pictures
279720100,Swan Princess: Royally Undercover,149660119,Swan Princess Royally Undercover,2017-03-28,Regular,Sony Pictures Home Entertainment
279910100,Dead West,145910119,Dead West,2017-02-07,Regular,RLJ
279920100,Candiland,145920119,Candiland,2017-02-07,Regular,Cinedigm
279940100,Like Cotton Twines,145940119,Like Cotton Twines,2017-02-07,Regular,RLJ
279950100,A Plastic Ocean,146000119,Plastic Ocean A,2017-01-20,Online Only,Brainstorm
280040100,Berlin Syndrome,155510119,Berlin Syndrome,2017-06-27,Regular,Lionsgate Home Entertainment
280060100,Lego Jurassic World: The Indominus Escape,146180119,Lego Jurassic World The Indominus Escape,2017-01-17,Regular,Universal Home Entertainment
280070100,When Elephants Were Young,146190119,When Elephants Were Young,2017-01-17,Regular,House Lights Media
280080100,Pet Fooled,146200119,Pet Fooled,2017-01-17,Regular,Kino Lorber
280110100,Faustrecht der Freiheit,146270119,Fox and His Friends,2017-01-17,Regular,Criterion
280130100,The Axe Murders of Villisca,150620119,The Axe Murders of Villisca,2017-06-06,Regular,IFC Midnight
280190100,Goosebumps 2: Haunted Halloween,192010119,Goosebumps 2: Haunted Halloween,2019-01-15,Regular,Sony Pictures Home Entertainment
280200100,A Cowgirl’s Story,150830119,Cowgirls Story,2017-04-18,Regular,Sony Pictures Home Entertainment
280210100,Don’t Hang Up,149910119,Don’t Hang Up,2017-04-04,Regular,Lionsgate Home Entertainment
280220100,The Marine 5: Battleground,149680119,Marine 5 Battleground The,2017-03-28,Online Only,Sony Pictures Home Entertainment
280360100,An Inconvenient Sequel,161640119,An Inconvenient Sequel,2017-10-06,Online Only,Paramount Home Video
280430100,Stake Land 2,146400119,Stake Land 2,2017-02-07,Online Only,MPI/Dark Sky
280470100,Gong fu yu jia,154950119,Kung Fu Yoga,2017-06-20,Online Only,Well Go USA Video
280480100,The Big Sick,155180119,The Big Sick,2017-09-05,Online Only,Lionsgate Home Entertainment
280490100,Novitiate,166480119,Novitiate,2018-02-20,Online Only,Sony Pictures Home Entertainment
280510100,Churchill,161540119,Churchill,2017-10-03,Regular,Sony Pictures Home Entertainment
280520100,Trophy,165930119,Trophy,2017-12-05,Online Only,The Orchard
280770100,Emily,164940119,Emily,2017-12-12,Online Only,Cinedigm
280800100,Chapter & Verse,153410119,Chapter & Verse,2017-05-30,Online Only,Lionsgate Home Entertainment
280810100,American Fable,152430119,American Fable,2017-07-11,Regular,Sundance Channel Home Entertainment
280830100,Can You Ever Forgive Me?,196300119,Can You Ever Forgive Me?,2019-02-05,Online Only,Fox Home Entertainment
280840100,Flight 313: The Conspiracy,146450119,Flight 313: The Conspiracy,2017-01-24,Regular,Monarch Video
280880100,La Noire de,146530119,Black Girl,2017-01-24,Regular,Criterion
280890100,Prityazhenie,191580119,Attraction,2018-12-04,Regular,Mpi Home Video
280910100,Meet the Donors: Does Money Talk?,146620119,Meet the Donors Does Money Talk,2017-01-31,Regular,HBO Home Video
280940100,A Mermaid’s Tale,152640119,Mermaids Tale A,2017-05-16,Regular,Lionsgate Home Entertainment
280950100,Slamma Jamma,164330119,Slamma Jamma,2017-11-07,Regular,Sony Pictures Home Entertainment
280960100,You Can’t Have It,155700119,You Can’t Have It,2017-07-04,Regular,Sony Pictures Home Entertainment
280970100,Daddy’s Home 2,167540119,Daddy’s Home 2,2018-02-06,Online Only,Paramount Home Video
281000100,I Called Him Morgan,163620119,I Called Him Morgan,2017-10-31,Regular,FilmRise
281040100,Keep Quiet,152690119,Keep Quiet,2017-05-16,Regular,Kino Lorber
281100100,Dina,167710119,Dina,2018-01-09,Online Only,Passion River
281110100,Dragged Across Concrete,198560119,Dragged Across Concrete,2019-03-22,Online Only,Lionsgate Home Entertainment
281210100,Sisters of the Plague,146750119,Sisters of the Plague,2017-02-14,Regular,Brink
281230100,Brigsby Bear,160460119,Brigsby Bear,2017-11-14,Regular,Sony Pictures Home Entertainment
281250100,Killing Ground,163980119,Killing Ground,2017-11-07,Regular,Shout Factory
281260100,Dead Shack,181950119,Dead Shack,2018-08-07,Regular,Magnolia Home Entertainment
281270100,The Little Hours,156040119,The Little Hours,2017-09-22,Regular,Gunpowder & Sky
281280100,Legion of Brothers,154800119,Legion of Brothers,2017-06-27,Regular,Gravitas Ventures
281290100,The White King,166170119,White King The,2017-12-05,Regular,Omnibus
281370100,Lost Cat Corona,146770119,Lost Cat Corona,2017-02-28,Regular,Virgil Films and Entertainment
281510100,Band Aid,159310119,Band Aid,2017-09-05,Regular,Shout Factory
281530100,Killing Reagan,146990119,Killing Reagan,2017-02-07,Regular,Fox Home Entertainment
281540100,Sinbad and the War of the Furies,147010119,Sinbad and the War of the Furies,2017-02-07,Regular,Asylum Home Entertainment
281550100,Moontrap: Target Earth,147070119,Moontrap Target Earth,2017-02-07,Regular,Sony Pictures Home Entertainment
281580100,Barash,147120119,Blush,2017-02-07,Regular,Film Movement Video
281590100,Jonathan,147130119,Jonathan,2017-02-07,Regular,Wolfe Video
281600100,Akron,147140119,Akron,2017-02-07,Regular,Wolfe Video
281610100,Beyond Redemption,147150119,Beyond Redemption,2017-02-07,Regular,Well Go USA Video
281630100,Proud Mary,171400119,Proud Mary,2018-03-27,Online Only,Sony Pictures Home Entertainment
281680100,Mean Dreams,151110119,Mean Dreams,2017-04-25,Regular,Lionsgate Home Entertainment
281690100,My Entire High School Sinking Into the Sea,168480119,My Entire High School Sinking Into the Sea,2018-01-23,Regular,Shout Factory
281700100,Holmes & Watson,200320119,Holmes & Watson,2019-03-26,Online Only,Sony Pictures Home Entertainment
281720100,Buster’s Mal Heart,153310119,Buster’s Mal Heart,2017-05-28,Online Only,Well Go USA Video
281730100,Bokeh,151100119,Bokeh,2017-04-25,Regular,Cinedigm
281750100,Citizen Jane: Battle for the City,159980119,Citizen Jane: Battle for the City,2017-09-12,Regular,Mpi Home Video
281760100,It Comes at Night,158210119,It Comes at Night,2017-08-29,Online Only,A24
281770100,Slice,196000119,Slice,2019-01-29,Regular,Lionsgate Home Entertainment
281780100,A Ghost Story,161510119,A Ghost Story,2017-10-03,Regular,Lionsgate Home Entertainment
281790100,The Lovers,151890119,The Lovers,2017-07-25,Online Only,A24
281850100,Blind,158240119,Blind,2017-08-15,Regular,Lionsgate Home Entertainment
281940100,Una mujer fantástica,173570119,A Fantastic Woman,2018-05-22,Regular,Sony Pictures Home Entertainment
281960100,Leaning into the Wind,179280119,Leaning into the Wind,2018-06-26,Online Only,Magnolia Home Entertainment
281980100,Bel Canto,185350119,Bel Canto,2018-11-06,Regular,Screen Media Video
282010100,Champion,164020119,Champion,2017-11-07,Regular,Universal Home Entertainment
282030100,The Christmas Secret,147440119,Christmas Secret The,2017-03-07,Regular,Hallmark
282040100,Angel of Christmas,147450119,Angel of Christmas,2017-03-07,Regular,Hallmark
282100100,Kill Switch,158600119,Kill Switch,2017-08-22,Regular,Lionsgate Home Entertainment
282120100,Human Flow,167480119,Human Flow,2018-01-09,Online Only,Amazon Original Pictures
282130100,It Stains the Sands Red,161190119,It Stains the Sands Red,2017-09-26,Regular,Mpi Home Video
282140100,In Loco Parentis,160450119,School Life,2017-12-12,Online Only,Magnolia Home Entertainment
282150100,Darkness Rising,164040119,Darkness Rising,2017-11-07,Regular,Shout Factory
282160100,Escape Room,162930119,Escape Room,2017-10-17,Regular,Lionsgate Home Entertainment
282230100,Game Night,175270119,Game Night,2018-05-04,Online Only,Warner Home Video
282240100,Phoenix Forgotten,156980119,Phoenix Forgotten,2017-07-18,Online Only,Fox Home Entertainment
282330100,Gunsmoke: The Long Ride,147590119,Gunsmoke The Long Ride,2017-02-14,Regular,Kino Lorber
282360100,The Crooked Man,147640119,Crooked Man The,2017-02-14,Regular,Lionsgate Home Entertainment
282380100,The Settlers,164050119,The Settlers,2017-11-07,Regular,Film Movement Video
282390100,Junction 48,148390119,Junction 48,2017-03-28,Online Only,The Orchard
282490100,The Evil in Us,159000119,The Evil in Us,2017-08-29,Regular,RLJ
282500100,The Death of Stalin,178090119,The Death of Stalin,2018-06-19,Regular,Paramount Home Video
282520100,Alive and Kicking,156220119,Alive and Kicking,2017-07-11,Regular,Magnolia Home Entertainment
282600100,The Parrot Heads Documentary,147700119,Parrot Heads Documentary The,2017-02-17,Regular,Gravitas Ventures
282620100,Teen Titans: The Judas Contract,147720119,Teen Titans: The Judas Contract,2017-04-04,Online Only,Warner Home Video
282630100,Easter Mysteries,147750119,Easter Mysteries,2017-03-14,Regular,Virgil Films and Entertainment
282650100,J.L. Family Ranch,147780119,J L Family Ranch,2017-03-07,Regular,Hallmark
282680100,Logan Lucky,163080119,Logan Lucky,2017-11-14,Online Only,Universal Home Entertainment
282710100,The First Purge,185680119,The First Purge,2018-09-18,Online Only,Universal Home Entertainment
282770100,Zama,181920119,Zama,2018-08-07,Regular,Strand Home
282780100,The Nun,188630119,The Nun,2018-11-20,Online Only,Warner Home Video
282790100,Donald Cried,153420119,Donald Cried,2017-05-30,Online Only,The Orchard
282800100,Grey Lady,155490119,Grey Lady,2017-06-27,Regular,Lionsgate Home Entertainment
282810100,Kept Boy,157910119,Kept Boy,2017-08-08,Regular,Breaking Glass Pictures
282820100,Heaven Sent,147860119,Heaven Sent (2016),2017-02-21,Regular,Lionsgate Home Entertainment
282830100,Waffle Street,147870119,Waffle Street,2017-02-21,Regular,House Lights Media
282840100,Tie the Knot,147880119,Tie the Knot (2017),2017-02-21,Regular,Vision
282850100,The King of New Orleans,147890119,King of New Orleans The,2017-02-15,Regular,Candy Factory
282860100,Mildred Pierce,147910119,Mildred Pierce,2006-08-29,Regular,Warner Home Video
282880100,Deluge,147950119,Deluge (1933),2017-02-07,Regular,Kino Lorber
282910100,Cô Hầu Gái,180430119,The Housemaid,2018-07-17,Regular,Shout Factory
282980100,Dragonheart: Battle for the Heartfire,154350119,Dragonheart: Battle for the Heartfire,2017-06-13,Regular,Universal Home Entertainment
282990100,Grow House,161110119,Grow House,2017-09-26,Regular,Fox Home Entertainment
283000100,Pray for Rain,156800119,Pray for Rain,2017-07-18,Regular,Lionsgate Home Entertainment
283010100,Resident Evil: Vendetta,154840119,Resident Evil: Vendetta,2017-07-18,Regular,Sony Pictures Home Entertainment
283050100,Step,162890119,Step,2017-10-17,Regular,Fox Home Entertainment
283130100,The Valley of Gwangi,148070119,Valley of Gwangi The,2017-03-14,Regular,Warner Archive
283240100,She Beast,148170119,Revenge of the Blood Beast,2017-01-17,Regular,Raro Video/Kino Lorber
283250100,Sound of Redemption: The Frank Morgan Story,148190119,Sound of Redemption The Frank Morgan Story,2017-02-28,Regular,Kino Lorber
283260100,Mission Control: The Unsung Heroes of Apollo,155520119,Mission Control: The Unsung Heroes of Apollo,2017-06-27,Regular,Gravitas Ventures
283280100,Cut to the Chase,162650119,Cut to the Chase,2017-08-07,Regular,108 Media
283290100,Who’s Crazy,157260119,Who’s Crazy,2017-07-25,Regular,Kino Lorber
283330100,Here Alone,155800119,Here Alone,2017-07-04,Regular,Lionsgate Home Entertainment
283400100,Wish Upon,162020119,Wish Upon,2017-10-10,Regular,Broad Green
283420100,The Creature Below,148220119,Creature Below The (UK),2017-02-28,Regular,Breaking Glass Pictures
283430100,The Business of Amateurs,148230119,Business of Amateurs The,2017-02-28,Regular,Kino Lorber
283440100,Stuff,148250119,Stuff (2017),2017-02-28,Regular,Gravitas Ventures
283460100,A*P*E,148280119,A P E,2017-02-28,Regular,Kino Lorber
283470100,Framed,148290119,Framed (1975),2017-02-28,Regular,Kino Lorber
283530100,Bába z ledu,166090119,Ice Mother,2017-12-05,Regular,FilmRise
283540100,3 Idiotas,161100119,3 Idiotas,2017-09-26,Regular,Lionsgate Home Entertainment
283600100,Kill ’em All,153860119,Kill’ em All,2017-06-06,Regular,Sony Pictures Home Entertainment
283610100,Lady Bloodfight,189770119,Lady Bloodfight,2017-06-06,Regular,Lionsgate Home Entertainment
283620100,Pure Country Pure Heart,151880119,Pure Country Pure Heart,2017-08-01,Online and Walmart,Warner Home Video
283640100,Zashchitniki,165700119,Guardians,2017-10-24,Online and RedBox,Shout Factory
283750100,Haebing,158270119,Bluebeard,2017-08-15,Regular,Well Go USA Video
283830100,Hjartasteinn,162010119,Heartstone,2017-10-10,Regular,Breaking Glass Pictures
283850100,The Paris Opera,171560119,The Paris Opera,2018-03-06,Regular,Film Movement Video
283900100,Ugetsu monogatari,153900119,Ugetsu,2017-06-06,Regular,Criterion
283910100,The Transfiguration,157900119,The Transfiguration,2017-08-08,Regular,Strand Home
283930100,The Prison,160000119,The Prison,2017-09-12,Regular,Well Go USA Video
283960100,Vincent n Roxxy,155750119,Vincent n Roxxy,2017-07-04,Regular,Lionsgate Home Entertainment
283990100,The Post,171790119,The Post,2018-04-03,Online Only,Fox Home Entertainment
284000100,Take Me,151060119,Take Me,2017-05-02,Online Only,The Orchard
284030100,Resistance,148430119,Resistance (UK),2017-03-07,Regular,Cinedigm
284040100,Slasher.com,148440119,Slasher com,2017-03-07,Regular,Cinedigm
284050100,The Lesson,148470119,Lesson The (UK),2017-03-07,Regular,Shout Factory
284100100,First Man,193200119,First Man,2019-01-22,Regular,Universal Home Entertainment
284110100,Julian Schnabel: A Private Portrait,164110119,Julian Schnabel: A Private Portrait,2017-11-07,Regular,Cohen Media Group
284120100,Super Dark Times,158930119,Super Dark Times,2017-10-03,Online Only,The Orchard
284140100,Money,155450119,Money,2017-06-27,Regular,Fox Home Entertainment
284170100,City of Ghosts,159880119,City of Ghosts,2017-09-26,Online Only,Broad Green
284230100,God’s Not Dead: A Light in Darkness,181250119,God’s Not Dead: A Light in Darkness,2018-08-21,Regular,Universal Home Entertainment
284240100,Samson,175280119,Samson,2018-05-01,Online Only,Pure Flix
284260100,Alone in Berlin,150130119,Alone in Berlin,2017-06-13,Regular,IFC Video
284290100,Viceroy’s House,166620119,Viceroy’s House,2017-12-12,Regular,Mpi Home Video
284350100,A Stork's Journey,155690119,A Stork’s Journey,2017-07-04,Regular,Lionsgate Home Entertainment
284390100,Jasper Jones,173770119,Jasper Jones,2018-04-10,Regular,Film Movement Video
284400100,Den of Thieves,172730119,Den of Thieves,2018-04-10,Online Only,Universal Home Entertainment
284410100,Lemon,165110119,Lemon,2017-11-21,Regular,Magnolia Home Entertainment
284430100,Gemini,178710119,Gemini,2018-06-26,Regular,Universal Home Entertainment
284440100,Walk with me,165080119,Walk with me,2017-11-21,Regular,Kino Lorber
284510100,Chuck,158220119,Chuck,2017-08-15,Regular,Paramount Home Video
284520100,House on Willow Street,154180119,House on Willow Street,2017-08-01,Regular,Shout Factory
284540100,The Hero,159630119,The Hero,2017-09-19,Regular,Lionsgate Home Entertainment
284550100,"Love, Sweat & Tears",158660119,"Love, Sweat & Tears",2017-08-22,Regular,Kino Lorber
284560100,The Girl in the Spider’s Web,193210119,The Girl in the Spider’s Web,2019-01-22,Online Only,Sony Pictures Home Entertainment
284580100,Landline,156030119,Landline,2017-10-03,Online Only,Amazon Original Pictures
284590100,Kodachrome,183190119,Kodachrome,2018-04-20,Netflix Exclusive,Netflix
284630100,Canoa,148860119,Canoa (1978),2017-03-14,Regular,Sony Pictures Home Entertainment
284640100,They’re Playing with Fire,148870119,Theyre Playing with Fire (1984),2017-03-14,Regular,Kino Lorber
284650100,The Skull,148880119,The Skull,2017-03-14,Regular,Kino Lorber
284670100,The Bitch,148910119,Bitch The (1979),2017-03-14,Regular,Kino Lorber
284710100,Open Water 3: Cage Dive,161980119,Open Water 3,2017-10-10,Regular,Lionsgate Home Entertainment
284730100,The Show,164030119,The Show,2017-11-07,Regular,Lionsgate Home Entertainment
284800100,The Work,165180119,The Work,2017-11-21,Online Only,The Orchard
284810100,Skyscraper,183510119,Skyscraper,2018-10-09,Regular,Universal Home Entertainment
284840100,Roma,190990119,Roma,2018-12-14,Netflix Exclusive,Netflix
284930100,Silver Skies,149090119,Silver Skies,2017-04-11,Regular,Virgil Films and Entertainment
284970100,12 Strong,172250119,12 Strong,2018-04-10,Online Only,Warner Home Video
285230100,The Sweet Life,149140119,Sweet Life The,2017-04-11,Online Only,The Orchard
285350100,Koe No Katachi,198640119,A Silent Voice,2019-04-02,Regular,Shout Factory
285400100,Thank You for Your Service,167770119,Thank You for Your Service,2018-01-09,Online Only,Universal Home Entertainment
285440100,Patti Cake$,163160119,Patti Cake$,2017-11-07,Regular,Fox Home Entertainment
285490100,Broken Mile,158300119,Broken Mile,2017-08-15,Regular,Gravitas Ventures
285510100,Columbus,184290119,Columbus,2017-11-03,Online Only,Superlative Films
285530100,Action Point,182610119,Action Point,2018-08-14,Online Only,Paramount Home Video
285540100,A Quiet Place,177980119,A Quiet Place,2018-07-10,Regular,Paramount Home Video
285550100,Detroit,164460119,Detroit,2017-11-28,Online Only,Fox Home Entertainment
285590100,Jasmine,156410119,Jasmine,2017-07-11,Online Only,Lionsgate Home Entertainment
285610100,7 Days in Entebbe,176630119,7 Days in Entebbe,2018-06-19,Online Only,Focus Features
285660100,The Only Living Boy in New York,163000119,The Only Living Boy in New York,2017-10-20,Online Only,Lionsgate Home Entertainment
285670100,Karl Marx City,166060119,Karl Marx City,2017-12-05,Regular,Film Movement Video
285720100,Bethany,155830119,Bethany,2017-07-04,Regular,Uncork’d Entertainment
285730100,Chasing Trane: The John Coltrane Documentary,163120119,Chasing Trane: The John Coltrane Documentary,2017-11-14,Online Only,Virgil Films and Entertainment
285750100,Le Jeune Karl Marx,171670119,The Young Karl Marx,2018-03-06,Online Only,The Orchard
285770100,California Typewriter,165090119,California Typewriter,2017-11-21,Regular,Gravitas Ventures
285790100,Gekijouban Steins;Gate: Fuka ryouiki no dejavu,149210119,Steins;Gate: The Movie - Load Region of Deja Vu,2017-03-28,Regular,Funimation Productions
285800100,Lemon Tree Passage,149300119,Death Passage,2017-03-21,Regular,Breaking Glass Pictures
285810100,When Calls the Heart: The Heart of Faith,149310119,When Calls the Heart The Heart of Faith,2017-03-21,Regular,Shout Factory
285850100,Chamber of Horrors,149380119,Chamber of Horrors,2017-03-21,Regular,Kino Lorber
285960100,Blow-Up,149600119,Blow Up,2017-03-28,Regular,Criterion
285970100,September Storm,149630119,September Storm,2017-03-28,Regular,Kino Lorber
285980100,Dakota,149640119,Dakota (1945),2017-03-28,Regular,Kino Lorber
285990100,The Creeping Garden,149650119,Creeping Garden The,2017-03-28,Regular,Arrow Video
286110100,Dealt,170320119,Dealt,2018-02-13,Regular,Mpi Home Video
286200100,Is Genesis History?,149750119,Is Genesis History,2017-04-11,Regular,Virgil Films and Entertainment
286280100,Ride the High Country,149830119,Ride the High Country,2017-04-04,Regular,Warner Home Video
286290100,Lucky’s Treasure,149930119,Luckys Treasure,2017-04-04,Regular,Virgil Films and Entertainment
286300100,Ghost of New Orleans,149940119,Ghost of New Orleans,2017-04-04,Regular,Sony Pictures Home Entertainment
286310100,Cooking at the World’s End,149960119,Cooking at the Worlds End,2017-04-04,Regular,Omnibus
286320100,BWOY,149970119,BWOY,2017-04-04,Regular,Breaking Glass Pictures
286420100,The Domestics,177120119,The Domestics,2018-06-29,Online Only,MGM Video
286450100,Extraordinary Mission,167990119,Extraordinary Mission,2018-02-06,Regular,Hannover House Video
286520100,Once Upon a Time in Venice,152970119,Once Upon a Time in Venice,2017-06-06,Online Only,RLJ
286530100,Dolores,172930119,Dolores,2018-03-27,Regular,PBS
286560100,Una,204790119,Blackbird,2018-01-02,Regular,Sony Pictures Home Entertainment
286590100,MindGamers,150200119,Mindgamers,2017-05-02,Regular,Universal Home Entertainment
286750100,Maurizio Cattelan: Be Right Back,166050119,Maurizio Cattelan: Be Right Back,2017-12-05,Regular,Film Movement Video
286780100,Altitude,150240119,Altitude,2017-06-20,Regular,Lionsgate Home Entertainment
286800100,Never too Young to Die,150270119,Never too Young to Die (1986),2017-04-11,Regular,Shout Factory
286810100,Ludwig,150280119,Ludwig (1973),2017-04-11,Regular,Arrow Video
286840100,Mad Families,150380119,Mad Families,2017-04-11,Regular,Sony Pictures Home Entertainment
286860100,Robot Wars,150420119,Robot Wars (2017),2017-04-11,Regular,Breaking Glass Pictures
286870100,Chupacabra Territory,150430119,Chupacabra Territory,2017-04-11,Regular,Maltauro
286900100,All Saints,163050119,All Saints,2017-11-28,Online Only,Sony Pictures Home Entertainment
286910100,Breaking Brooklyn,189350119,Breaking Brooklyn,2018-11-06,Regular,Lionsgate Home Entertainment
286920100,Forever My Girl,171820119,Forever My Girl,2018-04-10,Online Only,Lionsgate Home Entertainment
286950100,Long Strange Trip: The Untold Story of the Grateful Dead,197520119,Long Strange Trip: The Untold Story of the Grateful Dead,2018-11-16,Regular,Rhino Records
286960100,The Recall,164390119,The Recall,2017-09-17,Online and RedBox,Freestyle Digital Media
287000100,Armed Response,161990119,Armed Response,2017-10-10,Regular,Lionsgate Home Entertainment
287010100,Small Town Crime,172430119,Small Town Crime,2018-03-20,Regular,Lionsgate Home Entertainment
287030100,Family Mission: The T.J. Lobraico Story,153000119,Family Mission: The T.J. Lobraico Story,2017-05-23,Regular,Virgil Films and Entertainment
287040100,Drone,155740119,Drone,2017-07-04,Regular,Screen Media Video
287070100,Beatriz at Dinner,156740119,Beatriz at Dinner,2017-08-29,Online Only,Lionsgate Home Entertainment
287080100,"Three Billboards Outside Ebbing, Missouri",167940119,"Three Billboards Outside Ebbing, Missouri",2018-02-13,Online Only,Fox Home Entertainment
287130100,Dance Academy,169210119,Dance Academy,2018-03-02,Online Only,Cinedigm
287300100,Goodbye Christopher Robin,166980119,Goodbye Christopher Robin,2018-01-23,Regular,Fox Home Entertainment
287310100,Toivon Tuolla Puolen,176530119,The Other Side of Hope,2018-05-15,Regular,Criterion
287420100,Night School,191990119,Night School,2018-12-11,Online Only,Universal Home Entertainment
287460100,A Beginner’s Guide to Snuff,156390119,A Beginner’s Guide to Snuff,2017-07-11,Regular,Lionsgate Home Entertainment
287480100,The Killing of a Sacred Deer,167080119,The Killing of a Sacred Deer,2017-12-19,Online Only,A24
287490100,Pasqualino Settebellezze,157670119,Seven Beauties,2017-09-12,Regular,Kino Lorber
287540100,Travolti da un insolito destino nell’azzurro mare d’agosto,157680119,Swept Away,1997-11-19,Regular,Fox Lorber
287600100,Frank Serpico,171950119,Frank Serpico,2018-03-13,Regular,IFC Video
287620100,Tom of Finland,168010119,Tom of Finland,2018-02-06,Regular,Kino Lorber
287630100,Before the Flood,150810119,Before the Flood,2017-04-18,Regular,Fox Home Entertainment
287640100,The Frog Kingdom 2: Sub-Zero Mission,150840119,Arctic Adventure On Frozen Pond,2017-04-18,Regular,Lionsgate Home Entertainment
287700100,Batman and Harley Quinn,153670119,Batman and Harley Quinn,2017-08-15,Online Only,Warner Home Video
287710100,2:22,161170119,2:22,2017-09-26,Regular,Magnolia Home Entertainment
287730100,Death Wish,175700119,Death Wish,2018-06-05,Regular,MGM Video
287750100,L.A. ‘92,198900119,L.A. ‘92,2017-06-27,Regular,National Geographic Video
287790100,The Shape of Water,169190119,The Shape of Water,2018-02-27,Online Only,Fox Home Entertainment
287870100,Happy Death Day,166970119,Happy Death Day,2018-01-02,Online Only,Universal Home Entertainment
287880100,Gook,166100119,Gook,2017-12-05,Regular,Sony Pictures Home Entertainment
288100100,The Kid Who Would Be King,200310119,The Kid Who Would Be King,2019-04-02,Online Only,Fox Home Entertainment
288110100,Bohemian Rhapsody,193670119,Bohemian Rhapsody,2019-01-22,Online Only,Fox Home Entertainment
288170100,Harold and Lillian: A Hollywood Love Story,161620119,Harold and Lillian: A Hollywood Love Story,2017-10-03,Regular,Zeitgeist Home
288230100,Risk,186820119,Risk,2017-05-09,Online Only,Virgil Films and Entertainment
288250100,The Penguin Counters,156270119,The Penguin Counters,2017-07-11,Regular,First Run Home
288270100,Sicario: Day of the Soldado,184110119,Sicario: Day of the Soldado,2018-09-11,Online Only,Sony Pictures Home Entertainment
288280100,Caltiki il mostro immortale,151170119,Caltiki: The Immortal Monster,2017-04-25,Regular,Arrow Video
288300100,Preparati la bara!,151190119,Django: Prepare a Coffin,2017-04-25,Regular,Arrow Video
288310100,Don’t Give up the Ship,151210119,Dont Give up the Ship (1959),2017-04-25,Regular,Kino Lorber
288320100,Papa’s Delicate Condition,151220119,Papas Delicate Condition,2017-04-25,Regular,Kino Lorber
288400100,My Pet Dinosaur,193880119,My Pet Dinosaur,2018-12-11,Online and RedBox,Uncork’d Entertainment
288640100,I Do…Until I Don’t,164870119,I Do…Until I Don’t,2017-11-14,Online Only,Universal Home Entertainment
288650100,Kono sekai no katasumi ni,163810119,In This Corner of the World,2017-11-14,Regular,Shout Factory
288670100,Treasure Hounds,158250119,Treasure Hounds,2017-08-15,Regular,Lionsgate Home Entertainment
288920100,LoveTrue,161960119,LoveTrue,2017-04-28,Netflix Exclusive,Netflix
288930100,Sex Doll,151380119,Sex Doll,2017-07-11,Regular,Shout Factory
289000100,Welcome to Marwen,198830119,Welcome to Marwen,2019-03-26,Online Only,Universal Home Entertainment
289010100,Chāi dàn zhuānjiā,166530119,Shock Wave,2018-01-02,Regular,Cinedigm
289140100,Rumble: The Indians who Rocked the World,163290119,Rumble: The Indians who Rocked the World,2017-10-24,Regular,Kino Lorber
289160100,Ingrid Goes West,162630119,Ingrid Goes West,2017-10-24,Online Only,Universal Home Entertainment
289170100,The Trip to Spain,166590119,The Trip to Spain,2017-12-12,Regular,Shout Factory
289210100,The Catcher Was A Spy,185960119,The Catcher Was A Spy,2018-10-02,Regular,Paramount Home Video
289230100,The Endless,179240119,The Endless,2018-06-26,Regular,Well Go USA Video
289240100,D-Day Survivor,151590119,D Day Survivor,2017-06-27,Regular,Cinedigm
289260100,Taking Earth,151610119,Taking Earth,2017-07-04,Regular,Cinedigm
289270100,The Shadow Effect,151630119,Shadow Effect The,2017-05-02,Regular,Momentum Pictures
289280100,Utopians,151640119,Utopians,2017-05-16,Regular,Breaking Glass Pictures
289300100,The Spy Who Dumped Me,187770119,The Spy Who Dumped Me,2018-10-30,Regular,Lionsgate Home Entertainment
289310100,Beach Rats,163150119,Beach Rats,2017-11-07,Online Only,Universal Home Entertainment
289320100,MDMA,189940119,MDMA,2018-11-13,Regular,Shout Factory
289330100,Score: A Film Music Documentary,159400119,Score: A Film Music Documentary,2017-09-05,Regular,Gravitas Ventures
289340100,The Foreigner,167530119,The Foreigner,2018-01-09,Regular,Universal Home Entertainment
289400100,Hickok,154210119,Hickok,2017-07-07,Online Only,Cinedigm
