movie_odid,display_name,production_company,billing,financing,in association with,production
252820100,Guo Nian Hao,Moya Entertainment,2,1,,
252820100,Guo Nian Hao,Messenger Entertainment,3,,,1
252820100,Guo Nian Hao,Shenzhen Startime Culture Media,4,,,1
252840100,Prayer Never Fails,Sweet Unknown Studios,1,1,,1
252860100,Mei Ren Yu,The Star Overseas,1,1,,
252860100,Mei Ren Yu,China Film Company,2,1,,
252860100,Mei Ren Yu,Hehe Pictures Co Ltd,3,1,,
252860100,Mei Ren Yu,Enlight Pictures,4,1,,
252860100,Mei Ren Yu,Shanghai New Culture Media Group,5,1,,
252860100,Mei Ren Yu,Zenith Culture Broadcast,6,1,,
252860100,Mei Ren Yu,Zeyue Media,7,1,,
252860100,Mei Ren Yu,Alpha Pictures Investment Co.,8,1,,
252860100,Mei Ren Yu,xxxKxx,9,1,,
252860100,Mei Ren Yu,Bingo Movie Development,10,,,1
252900100,The Great Gilly Hopkins,Arcady Bay Entertainment,1,1,1,1
252900100,The Great Gilly Hopkins,Brian Kennedy,2,,,1
252900100,The Great Gilly Hopkins,William Teitler Productions,3,,,1
252910100,Michiel de Ruyter,Farmhouse Film & TV,1,1,,1
252920100,Crazy About Tiffany’s,Gravitas Ventures,1,1,,0
252920100,Crazy About Tiffany’s,Quixotic Endevors,2,0,,1
252930100,Der müde Tod,Decla-Bioscop,1,1,,1
252980100,Trapped,Ro*Co Films,1,1,,
252980100,Trapped,Abramorama,2,1,,
252980100,Trapped,Independent Lens,3,1,,1
252980100,Trapped,Trilogy Films,4,,,1
252980100,Trapped,Big Mouth Productions,5,,,1
252980100,Trapped,Cedar Creek Prods,6,,,1
252980100,Trapped,Chicken and Egg Pictures,7,,1,1
253010100,River of Grass,Oscilloscope Laboratories,1,1,,0
253010100,River of Grass,Glass Eye Pix,2,1,,1
253010100,River of Grass,Good Machine,3,1,1,
253010100,River of Grass,Plan B Entertainment,4,1,,
253020100,The Automatic Hate,BN Films,1,,,1
253020100,The Automatic Hate,Caliber Media Company,2,1,1,
253020100,The Automatic Hate,FortWinter Films ,3,1,1,
253020100,The Automatic Hate,Revek Entertainment,4,1,1,
253040100,A Bit of Bad Luck,Meadow Point Motion Pictures,1,1,,1
253050100,"Kill Me, Deadly","Kill Me Deadly, LLC",1,1,,1
253080100,Never,Ink!/Oil/Muse Productions,1,1,,1
253080100,Never,Outlaw Productions,2,0,1,1
253090100,This Last Lonely Place,Santana Films,1,1,,
253090100,This Last Lonely Place,Industry Standard Films,2,1,1,
253090100,This Last Lonely Place,Mudflap Films,3,,,1
253100100,Chaharshanbe-soori,Boshra Film,1,1,,1
253180100,Por Siempre,Linn Productions,1,1,,1
253210100,Zero Days,Magnolia Pictures,1,1,,
253210100,Zero Days,Participant Media,2,1,,
253210100,Zero Days,Jigsaw Productions,3,0,,1
253210100,Zero Days,Global Produce,4,0,,1
253210100,Zero Days,Showtime Documentary Films,5,1,1,
253300100,Burning Bodhi,Honey Bear,1,1,,
253300100,Burning Bodhi,Best Possible Worlds,2,,,1
253370100,Power in Our Hands,The British Deaf Association,1,1,,1
253370100,Power in Our Hands,Independent Cinema Office,2,1,,1
253370100,Power in Our Hands,Heritage Lottery Fund,3,1,1,1
253370100,Power in Our Hands,The Flashing Lights,4,1,,1
253430100,A Kind of Murder,Magnolia Pictures,1,1,,
253430100,A Kind of Murder,Sierra Pictures,2,1,,
253430100,A Kind of Murder,120dB Films,3,1,1,
253430100,A Kind of Murder,Electric Shadow Company,4,1,1,
253430100,A Kind of Murder,Killer Films,5,,,1
253430100,A Kind of Murder,Blue PM,6,,,1
253450100,Saturday’s Warrior,Azevedo Studios,1,1,,1
253470100,The Trust,Highland Film Group,1,1,,
253470100,The Trust,Hassell-Free Productions,2,1,,0
253470100,The Trust,Ingenious Media,3,1,1,0
253470100,The Trust,Saban Films,4,1,1,0
253470100,The Trust,Electric Shadow Company,5,1,1,0
253470100,The Trust,Prettybird Pictures,6,1,1,
253470100,The Trust,Saeculum Productions,7,,,1
253530100,Jonas Kaufmann: An Evening With Puccini,Arts Alliance,1,1,,1
253530100,Jonas Kaufmann: An Evening With Puccini,Sony Classical,2,1,,
253530100,Jonas Kaufmann: An Evening With Puccini,Teatro alla Scala,3,1,,1
253540100,Orthodox,Ingenious Media,1,1,,
253540100,Orthodox,K5 International,2,1,1,
253540100,Orthodox,Zeitgeist Films,3,,,1
253560100,Tere Bin Laden Dead or Alive,Walkwater Media,1,1,,1
253580100,Marguerite et Julien,Rectangle Productions,1,,,1
253580100,Marguerite et Julien,Wild Bunch,2,,,1
253580100,Marguerite et Julien,Orange Studio,3,,,1
253580100,Marguerite et Julien,Scope Pictures,4,,,1
253580100,Marguerite et Julien,Framboise Productions,5,,,1
253580100,Marguerite et Julien,France 2 Cinema,6,,,1
253580100,Marguerite et Julien,Canal Plus,7,1,,1
253580100,Marguerite et Julien,Cine Plus,8,1,,1
253580100,Marguerite et Julien,France Television,9,1,,1
253580100,Marguerite et Julien,Cofinova 11,10,1,1,1
253580100,Marguerite et Julien,Sofitvcine 2,11,1,1,1
253580100,Marguerite et Julien,Cinemage 9,12,1,1,1
253620100,Huang feihong zhi yingxiong you meng,Edko Films,1,1,,1
253620100,Huang feihong zhi yingxiong you meng,Irresistible Alpha,2,,,1
253630100,Certain Women,IFC Films,1,1,,
253630100,Certain Women,Filmscience,2,,,1
253700100,DONGJU; The Portrait of A Poet,Luz y Sonidos,1,1,,1
253770100,Mekong Hotel,Illuminations Films,1,1,,0
253770100,Mekong Hotel,Kick the Machine Films,2,1,,1
253770100,Mekong Hotel,ARTE France,3,0,1,1
253770100,Mekong Hotel,La Lucarne,4,1,1,
253800100,The Predator,Davis Entertainment,1,,,
253800100,The Predator,Lawrence Gordon,2,,,
253800100,The Predator,Silver Pictures,3,,,
253800100,The Predator,TSG Entertainment,4,,,
253840100,Like for Likes,JK Film,1,1,,1
253980100,Les Saisons,Galatee Films,1,,,1
253980100,Les Saisons,Pathe,2,1,,1
253980100,Les Saisons,Pandora Filmproduktion,3,,,1
253980100,Les Saisons,Winds,4,1,0,1
253980100,Les Saisons,Music Box Films,5,1,,
253980100,Les Saisons,Jerome Seydoux,6,1,,0
253980100,Les Saisons,Jacques Perrin,7,1,,
253980100,Les Saisons,France 2 Cinema,8,1,,1
253980100,Les Saisons,Rhone-Alpes Cinema,9,1,,1
253980100,Les Saisons,Axone Invest — Invest Image 3,10,1,,1
253980100,Les Saisons,Podlaskie Region,11,1,1,
253980100,Les Saisons,Canal Plus,12,1,,
253980100,Les Saisons,Cine Plus,13,1,,
253980100,Les Saisons,France Television,14,1,,
253980100,Les Saisons,Film- und Medienstiftung NRW,15,1,,
253980100,Les Saisons,Region Rhone Alps,16,1,,
253980100,Les Saisons,Region Ile-de-France,17,1,,
253980100,Les Saisons,Region Provence Alpes,18,1,,
253980100,Les Saisons,Region Aquitaine,19,1,,
253980100,Les Saisons,Cirlic Regions - Regions Centre - Val de Loire,20,1,,
253980100,Les Saisons,CNC,21,1,1,
253980100,Les Saisons,Conseil General de I'ain,22,1,1,
253980100,Les Saisons,Procirep,23,1,1,
253980100,Les Saisons,Angoa Intl,24,1,1,
253980100,Les Saisons,Active Sustainable,25,1,1,
253980100,Les Saisons,Richard Lounsbery Foundation,26,1,1,
253980100,Les Saisons,La Ligue pour la Protection des Oiseaux,27,1,1,
253980100,Les Saisons,Fondation Bettencourt Schueller,28,1,1,
253980100,Les Saisons,Principality of Monaco,29,1,1,
253980100,Les Saisons,Fondation Albert II de Monaco,30,1,1,
253980100,Les Saisons,Rolex,31,1,1,
253980100,Les Saisons,EDF   ,32,1,1,
253980100,Les Saisons,Center Parcs,33,1,1,
253980100,Les Saisons,Union Europeene,34,1,1,
254040100,Attacking the Devil: Harold Evans and the Last Nazi War Crime,Frith Street Films,1,,,1
254040100,Attacking the Devil: Harold Evans and the Last Nazi War Crime,The Bertha Foundation,2,1,1,
254040100,Attacking the Devil: Harold Evans and the Last Nazi War Crime,British Film Company,3,1,,
254050100,Lost in Karastan,Phoenix Worldwide Entertainment,1,1,,
254050100,Lost in Karastan,Georgian National Film Centre,2,1,1,
254050100,Lost in Karastan,BFI,3,1,1,
254050100,Lost in Karastan,Deutscher Filmfoerderfonds,4,1,1,
254050100,Lost in Karastan,Wirtschafts- und Infrastrukturbank Hessen,5,1,1,
254050100,Lost in Karastan,Georgian Ministry of Culture and Monument Protection,6,1,1,
254050100,Lost in Karastan,Arte,7,1,1,
254050100,Lost in Karastan,20 Steps Productions,8,,,1
254050100,Lost in Karastan,Brandstorm Entertainment,9,,,1
254050100,Lost in Karastan,Metrafilms,10,,,1
254050100,Lost in Karastan,Film & Music Entertainment,11,,,1
254060100,Quackerz,Rome Animation,1,1,,1
254200100,Presenting Princess Shaw,Magnolia Pictures,1,1,,1
254200100,Presenting Princess Shaw,Participant Media,2,1,,1
254230100,Marinoni: The Fire in the Frame,Tekno Hut Productions,1,1,,1
254240100,Lo Chiamavano Jeeg Robot,Lucky Red,1,1,,
254240100,Lo Chiamavano Jeeg Robot,Good Films,2,,,1
254240100,Lo Chiamavano Jeeg Robot,RAI Cinema,3,,1,1
254250100,Vergine giurata,Vivo Film,1,,,1
254250100,Vergine giurata,Colorado Film Production,2,1,1,0
254250100,Vergine giurata,Bord Cadre,3,1,1,
254250100,Vergine giurata,The Match Factory,4,1,1,
254250100,Vergine giurata,Era Film    ,5,1,1,
254260100,Un tango mas,Lailaps Pictures,1,,,1
254260100,Un tango mas,German Kral Filmproduktion,2,,,1
254260100,Un tango mas,Monogatari Films,3,,1,1
254260100,Un tango mas,Mateina Producciones,4,,1,1
254260100,Un tango mas,Schubert International,5,,1,1
254260100,Un tango mas,Westdeutscher Rundfunk,6,,1,1
254260100,Un tango mas,Filmfernsehfonds Bayern,7,1,0,
254260100,Un tango mas,Filmforderungsanstalt,8,1,0,
254260100,Un tango mas,Deutscher Filmfoerderfonds,9,1,0,
254260100,Un tango mas,INCAA,10,1,0,
254270100,Nerve,Lionsgate,1,1,,1
254270100,Nerve,TIK Films,2,1,1,
254270100,Nerve,Allison Shearmur,3,,,1
254270100,Nerve,Keep Your Head,4,,,1
254280100,Ni le ciel ni la terre,Kazak Productions,1,1,,1
254290100,Gwi-Hyang,Jo Entertainment,1,1,,1
254350100,Yalom’s Cure,Das Kollektiv fur audiovisuelle Werke GmbH,1,1,,
254350100,Yalom’s Cure,Schweizer Radio und Fernsehen,2,,1,1
254350100,Yalom’s Cure,Urs Augstburger,3,,1,1
254420100,Behind the White Glasses: Portrait of Lina Wertmuller,Recalcati Multimedia,1,1,,1
254420100,Behind the White Glasses: Portrait of Lina Wertmuller,White Glasses Film,2,1,,1
254430100,White Lies,South Pacific Pictures,1,1,,1
254430100,White Lies,New Zealand Film Commission,2,1,,
254430100,White Lies,NZ on Air   ,3,1,,
254450100,La prochaine fois je viserai le coeur,Sunrise Films,1,,,1
254450100,La prochaine fois je viserai le coeur,Les Productions du Tresor,2,,,1
254450100,La prochaine fois je viserai le coeur,Mars Films,3,1,,1
254450100,La prochaine fois je viserai le coeur,Caneo Films,4,,,1
254460100,En équilibre,Mandarin Cinema,1,1,,1
254460100,En équilibre,StudioCanal,2,1,,0
254470100,Weiner,Sundance Selects,1,1,,
254470100,Weiner,Showtime Documentary Films,2,1,1,
254470100,Weiner,Edgeline Films,3,,,1
254470100,Weiner,Motto Pictures,4,,1,1
254570100,Tyler Perry’s Boo! A Madea Halloween,Lionsgate,1,1,,1
254570100,Tyler Perry’s Boo! A Madea Halloween,Tyler Perry Studios,2,1,,1
254580100,The Congressman,Laughing Gull Productions,1,1,,1
254590100,The First Monday in May,Magnolia Pictures,1,1,,
254590100,The First Monday in May,Planned Projects,2,1,,
254590100,The First Monday in May,Conde Nast,3,1,1,
254590100,The First Monday in May,Relativity Media,4,1,1,
254590100,The First Monday in May,Mediaweaver Entertainment,5,1,1,
254590100,The First Monday in May,Sarah Arison Productions,6,1,1,
254590100,The First Monday in May,Fabiola Beracasa Beckman,7,,,1
254700100,Kapoor & Sons,Dharma Productions,1,,,1
254700100,Kapoor & Sons,Fox Star Studios,2,1,,
254710100,Banshun,Shochiku Company,1,1,,1
254960100,How to Let Go of the World and Love All The Things Climate Can’t Change,HBO Documentary Films,1,1,,
254960100,How to Let Go of the World and Love All The Things Climate Can’t Change,International Wow Company,2,,,1
254970100,Being Charlie,Jorva Entertainment Productions,1,1,,
254970100,Being Charlie,Defiant Pictures,2,1,1,
254970100,Being Charlie,Castle Rock Entertainment,3,,,1
255020100,Ants on a Shrimp,Fortissimo Films,1,1,,
255020100,Ants on a Shrimp,BlazHoffski,2,,,1
255020100,Ants on a Shrimp,Dahl TV,3,,,1
255020100,Ants on a Shrimp,Warner Bros.,4,1,1,
255100100,El Rey Del Once,BD Cine,1,,,1
255100100,El Rey Del Once,Pasto,2,,,1
255100100,El Rey Del Once,Alegoria,3,,1,1
255100100,El Rey Del Once,Telefe,4,,1,1
255100100,El Rey Del Once,Fox+,5,1,0,
255100100,El Rey Del Once,INCAA,6,1,0,
255150100,The Ones Below,Magnolia Pictures,1,1,,
255150100,The Ones Below,BBC Films,2,1,,
255150100,The Ones Below,BFI,3,1,,
255150100,The Ones Below,Protagonist Pictures,4,1,1,
255150100,The Ones Below,Cuba Pictures,5,,,1
255150100,The Ones Below,Tigerlily Films,6,,1,1
255160100,Feast of Varanasi,RAA Films,1,1,,
255160100,Feast of Varanasi,Dreamit Filmit,2,,,1
255340100,Annabelle: Creation,New Line Cinema,1,1,,
255340100,Annabelle: Creation,Atomic Monster,2,,,1
255340100,Annabelle: Creation,The Safran Company,3,,,1
255340100,Annabelle: Creation,RatPac Entertainment,4,1,1,
255340100,Annabelle: Creation,Dune Entertainment,5,1,1,
255450100,Ki & Ka,Eros International.,1,1,,
255450100,Ki & Ka,Hope Productions,2,,,1
255460100,The Met: Live in HD - Madama Butterfly,PBS,1,1,,1
255470100,Rocky Handsome,J.A. Entertainment,1,1,,1
255470100,Rocky Handsome,Azure Entertainment,2,1,,1
255500100,Valley of Love,Les Films du Worso,1,1,,1
255500100,Valley of Love,LGM Cinema,2,1,,1
255520100,Mad Tiger,Film Movement,1,1,,1
255720100,I Don’t Belong Anywhere: The Cinema of Chantel Akerman,Cinematheque de la Federation Wallonie,1,1,,0
255720100,I Don’t Belong Anywhere: The Cinema of Chantel Akerman,Artemis Prods,2,,,1
255770100,Hunt for the Wilderpeople,Defender Films,1,1,,
255770100,Hunt for the Wilderpeople,Piki Films,2,1,,
255770100,Hunt for the Wilderpeople,Curious Films,3,1,,
255770100,Hunt for the Wilderpeople,New Zealand Film Commission,4,1,1,
255770100,Hunt for the Wilderpeople,NZ on Air   ,5,1,1,
255770100,Hunt for the Wilderpeople,Taika Waititi,6,,,1
255840100,Iona,Verve Pictures,1,1,,
255840100,Iona,BFI,2,1,,
255840100,Iona,Creative Scotland,3,1,,
255840100,Iona,Bard Entertainment,4,,,1
255840100,Iona,Boudica Silver,5,,1,1
255840100,Iona,Hanfgarn & Ufer Filmproduktion,6,,,1
255840100,Iona,ZDF,7,,,1
255840100,Iona,Arte,8,,,1
255930100,One More Time,Maybach Film Productions,1,1,,
255930100,One More Time,K5 International,2,1,1,
255930100,One More Time,Parts and Labor,3,,,1
255940100,Hatuna MeNiyar,Gilady Nitzan Films,1,,,1
255940100,Hatuna MeNiyar,Makor Foundation for Israeli Films,2,1,1,
255940100,Hatuna MeNiyar,Second Authority,3,1,1,
255940100,Hatuna MeNiyar,The Israeli Film Fund,4,1,1,
255940100,Hatuna MeNiyar,Gesher Multicultural Film Fund,5,1,1,
256050100,The Dying of the Light,First Run Features,1,1,,1
256060100,Vaxxed: From Cover Up to Catastrophe,Cinema Libre Studio,1,1,,
256060100,Vaxxed: From Cover Up to Catastrophe,Autism Media Channel,2,,,1
256060100,Vaxxed: From Cover Up to Catastrophe,Del Bigtree,3,,,1
256090100,Daddy,From Stage to Screen,1,1,,1
256220100,AmeriGeddon,Forewarned LLC,1,1,,1
256260100,"Life, Animated",A&E Indiefilms,1,1,,
256260100,"Life, Animated",Motto Pictures,2,,,1
256260100,"Life, Animated",The Orchard,3,1,,
256280100,Table 19,3311 Productions,1,1,1,
256280100,Table 19,Fox Searchlight Pictures,2,1,,
256280100,Table 19,21 Laps Entertainment,3,,,1
256320100,Quand on a 17 ans,France 2 Cinema,1,,,1
256320100,Quand on a 17 ans,Wild Bunch,2,,,1
256320100,Quand on a 17 ans,La Banque Postale Image 8,3,1,1,
256320100,Quand on a 17 ans,Canal Plus,4,1,,
256320100,Quand on a 17 ans,France Television,5,1,,
256320100,Quand on a 17 ans,Cine Plus,6,1,,
256340100,Tomb Raider,Metro-Goldwyn-Mayer Pictures,1,1,,
256340100,Tomb Raider,Warner Bros.,2,1,,
256340100,Tomb Raider,GK Films,3,0,,1
256340100,Tomb Raider,Square Enix Business,4,,,1
256380100,Black Mountain Poets,Jolene Films,1,1,,1
256410100,Pandorica,The Film Label,1,1,,
256410100,Pandorica,Mirror Productions,2,,,1
256620100,Above and Below,Maximage,1,1,,1
256620100,Above and Below,Flying Moon,2,1,,1
256620100,Above and Below,Filmakademie Baden-Wurttemberg,3,,1,1
256620100,Above and Below,SRF     ,4,,1,1
256620100,Above and Below,ZDF,5,,1,1
256620100,Above and Below,3Sat,6,,1,1
256620100,Above and Below,Bundesamt fur Kultur,7,1,,0
256620100,Above and Below,MFG Film Funding Baden Wuerttemberg,8,1,,
256620100,Above and Below,Kanton Wallis,9,1,,
256620100,Above and Below,Kulturforderung,10,1,,
256620100,Above and Below,Migros-Kulturprozent,11,1,,
256620100,Above and Below,Filmforderungsanstalt,12,1,,
256620100,Above and Below,Die Beaufragte Der Bundesregierung fur Kultur und Medien,13,1,,
256620100,Above and Below,Caligari Pries 2012 des Fordervereins der Filmakademie EV,14,1,,
256620100,Above and Below,Suissimage,15,1,,
256620100,Above and Below,Succes Passage Antenne,16,1,,
256630100,Paradox,Parkside Pictures,1,1,,1
256630100,Paradox,Paradox,2,1,,1
256630100,Paradox,Tadross Media Group,3,1,,1
256630100,Paradox,Benattar/Thomas Productions,4,1,,1
256660100,À peine j’ouvre les yeux,Blue Monday Productions,1,1,,1
256660100,À peine j’ouvre les yeux,Propaganda Films,2,1,,1
256660100,À peine j’ouvre les yeux,Helicotronc ,3,1,,1
256700100,The Channel,Indican Pictures,1,1,,1
256990100,Complete Unknown,Amazon Studios,1,1,,
256990100,Complete Unknown,Great Point Media,2,,1,1
256990100,Complete Unknown,Parts and Labor,3,,1,1
257010100,Starcrossed,Buckup Productions,1,,,1
257010100,Starcrossed,Starcrossed Film Ltd LLC,2,1,,
257010100,Starcrossed,Two Piano Films,3,,,1
257020100,Sorgenfri,Meta Film Rights APS,1,1,,1
257020100,Sorgenfri,Katapult Film,2,,1,1
257020100,Sorgenfri,Kong Gulerod,3,,1,1
257020100,Sorgenfri,Red Rental A/S,4,,1,1
257020100,Sorgenfri,Danish Film Institute,5,1,1,
257030100,Holidays,Vertical Entertainment,1,1,,
257030100,Holidays,XYZ Films,2,1,,
257030100,Holidays,Distant Corners Entertainment,3,,,1
257060100,Hockney,Film Movement,1,1,,
257060100,Hockney,BFI,2,1,,
257060100,Hockney,BBC Arts,3,1,,
257060100,Hockney,Screen Yorkshire,4,1,1,
257060100,Hockney,British Film Company,5,1,1,
257060100,Hockney,Smithsonian Channel,6,1,1,
257060100,Hockney,Blakeway,7,,,1
257060100,Hockney,Fly Film,8,,,1
257070100,Kang rinpoche,Helichenguang Intl. ,1,1,,1
257070100,Kang rinpoche,LETV Pictures Co Ltd,2,1,,
257070100,Kang rinpoche,Le Shi Internat Information and Technology Corp ,3,1,,
257070100,Kang rinpoche,Beijing Kunrungaohong Investment Co Ltd,4,1,,
257110100,I am Belfast,BFI,1,1,,
257110100,I am Belfast,Hopscotch Films,2,1,,1
257110100,I am Belfast,Northern Ireland Screen,3,1,,
257110100,I am Belfast,Creative Scotland,4,1,,
257110100,I am Belfast,Canderblinks Films,5,,,1
257130100,Yr Ymadawiad,S4C,1,1,,
257130100,Yr Ymadawiad,FFilm Cymru Wales,2,1,,
257130100,Yr Ymadawiad,Severn Screen,3,,,1
257130100,Yr Ymadawiad,Boom Cymru,4,,1,1
257230100,Bacalaureat,Mobra Films,1,,,1
257230100,Bacalaureat,Why Not Productions,2,,,1
257230100,Bacalaureat,Les Films du Fleuve,3,,,1
257230100,Bacalaureat,Romanian Centre of Cinematography,4,0,1,1
257230100,Bacalaureat,Eurimages,5,0,1,1
257230100,Bacalaureat,Canal Plus,6,1,1,
257230100,Bacalaureat,France Television,7,1,1,
257230100,Bacalaureat,Cine Plus,8,1,1,
257230100,Bacalaureat,Wild Bun Orange,9,1,1,
257230100,Bacalaureat,Catena  ,10,1,1,
257230100,Bacalaureat,Carlsberg Groupama Asigurari,11,1,1,
257320100,New York New York,Hyayi Brothers Corp.,1,1,,
257320100,New York New York,Huayi Brothers International,2,,,1
257320100,New York New York,Dongyangxiangshang Films,3,,,1
257320100,New York New York,Beijing Yixiang Tiankai Media,4,,,1
257450100,Despite the Falling Snow,Enlighten Entertainment Group,1,1,,
257450100,Despite the Falling Snow,Enlightenment Productions,2,,,1
257450100,Despite the Falling Snow,SK Enlightenment Films Canada,3,,1,1
257460100,Notfilm,Milestone Films,1,1,,1
257500100,"Distant Voices, Still Lives",Avenue Pictures Productions,1,1,,
257500100,"Distant Voices, Still Lives",BFI,2,,,1
257500100,"Distant Voices, Still Lives",Film Four International,3,,1,1
257540100,L'attesa,Indigo Film,1,,,1
257540100,L'attesa,Medusa Film,2,,,1
257540100,L'attesa,Barbary Films,3,,0,1
257540100,L'attesa,Pathe,4,1,1,0
257540100,L'attesa,Banca Nuova,5,1,1,0
257540100,L'attesa,Renato Ragosta Team Holding,6,1,1,0
257540100,L'attesa,Eurimages,7,1,1,
257540100,L'attesa,Media Programme of the European Union,8,1,1,
257540100,L'attesa,Ministero Dei Beni e Delle Attivita Culturali e del Turismo,9,1,1,
257540100,L'attesa,"Regione Siciliana Tourism, Sport and Entertainment Department",10,1,0,
257540100,L'attesa,Sicilia Film Commission,11,1,0,
257540100,L'attesa,Nell ambito del Programma Sensi Contemporanei Cinema e Audiovisivo,12,1,,
257540100,L'attesa,Mediaset Premium,13,1,,
257550100,Eva Hesse,BOKS,1,,,1
257550100,Eva Hesse,Televisor Troika,2,,1,1
257550100,Eva Hesse,Avro Television,3,1,1,
257550100,Eva Hesse,SVT,4,1,1,
257550100,Eva Hesse,Westdeutscher Rundfunk,5,1,1,
257550100,Eva Hesse,Arte,6,1,1,
257560100,Baaghi,Nadiadwala Grandson Entertainment,1,0,,1
257560100,Baaghi,UTV Motion Pictures,2,1,,
257570100,Pali Road,Crimson Forest Entertainment,1,1,,0
257570100,Pali Road,China Film Assist,2,0,0,1
257570100,Pali Road,Island Film Group,3,0,1,1
257570100,Pali Road,Cuixing Media Group,4,1,,
257570100,Pali Road,Dadi Film Production,5,,,1
257580100,Revelation: Dawn of Global Government,Rocky Mountain Pictures,1,1,,1
257590100,Los sures,Oscilloscope Laboratories,1,1,,
257590100,Los sures,UnionDocs,2,,,1
257600100,Siganitalga,CJ Entertainment,1,1,,1
257600100,Siganitalga,Sang Sang Film,2,,,1
257660100,Kollektivet,Zentropa Entertainments19,1,0,,1
257660100,Kollektivet,Magnolia Pictures,2,1,,
257700100,A Wrinkle in Time,Walt Disney Pictures,1,1,,
257700100,A Wrinkle in Time,Whitaker Entertainment,2,,,1
257910100,Batman: The Killing Joke,DC Comics,1,1,,1
257910100,Batman: The Killing Joke,Warner Animation Group,2,1,,1
257930100,Café Society,Gravier Productions,1,1,1,
257930100,Café Society,Amazon Studios,2,1,,
257930100,Café Society,Perdido,3,,,1
257940100,Le règne de la beauté,Cinemaginaire,1,1,,1
257950100,Catching the Sun,7th Empire Media,1,1,,1
258020100,The Other Side,AGAT Films & Cie,1,1,,1
258020100,The Other Side,Okta Film,2,1,,1
258020100,The Other Side,ARTE France,3,,1,1
258020100,The Other Side,RAI Cinema,4,,1,1
258020100,The Other Side,MyMovies.com,5,1,1,
258060100,Warrior’s Gate,Fundamental Films,1,,,1
258060100,Warrior’s Gate,EuropaCorp,2,1,,
258070100,The Final Master,Beijing Century Partner Culture and Media Inc,1,1,,1
258070100,The Final Master,Heyi Pictures,2,1,,1
258090100,Streit’s: Matzo and the American Dream,Menemsha Films,1,1,,1
258100100,Elstree 1976,Canal Cat Films,1,0,,1
258100100,Elstree 1976,British Film Company,2,1,,0
258100100,Elstree 1976,Verax Films,3,1,,0
258100100,Elstree 1976,The Works International,4,1,,0
258260100,The Offering,Boku Films,1,1,,1
258260100,The Offering,Sun Entertainment Culture,2,1,,
258260100,The Offering,Ruddy Morgan Organization,3,1,,
258260100,The Offering,PEP Pictures,4,1,,
258270100,1920 London,Reliance Entertainment,1,1,,1
258280100,"Rabin, in His Own Words",Yes Docu,1,,,1
258280100,"Rabin, in His Own Words",New Fund for Cinema and TV,2,1,,
258330100,Phantom of the Theater,Bona Entertainment Company,1,1,,1
258380100,V paprscích slunce,Vertov,1,1,,1
258380100,V paprscích slunce,Real Cinema,2,1,,1
258380100,V paprscích slunce,Saxonia Entertainment,3,1,1,
258380100,V paprscích slunce,Hypermarket Film,4,1,1,
258380100,V paprscích slunce,MDR,5,1,1,
258380100,V paprscích slunce,Czech Television,6,1,1,
258470100,Der Staat gegen Fritz Bauer,Zero One Film,1,,,1
258470100,Der Staat gegen Fritz Bauer,Terz Film,2,,1,1
258470100,Der Staat gegen Fritz Bauer,WDR,3,,1,1
258470100,Der Staat gegen Fritz Bauer,HR,4,,1,1
258470100,Der Staat gegen Fritz Bauer,Arte,5,,1,1
258470100,Der Staat gegen Fritz Bauer,Film- und Medienstiftung NRW,6,1,,
258470100,Der Staat gegen Fritz Bauer,FFA,7,1,,
258470100,Der Staat gegen Fritz Bauer,Filmfoederung Hamburg Schleswig-Holstein,8,1,,
258470100,Der Staat gegen Fritz Bauer,Hessischer Filmfoerderung,9,1,,
258470100,Der Staat gegen Fritz Bauer,DFFB,10,1,,
258490100,Marauders,Lionsgate Premiere,1,1,,
258490100,Marauders,Grindstone Entertainment Group,2,1,,
258490100,Marauders,Emmett Furla Oasis Films,3,1,,1
258490100,Marauders,Aperture Media Partners,4,,1,1
258490100,Marauders,The Fyzz Facility,5,,1,1
258490100,Marauders,4th Wall Entertainment,6,,1,1
258790100,Golden Years,MoliFilms,1,1,,1
258830100,Deadpool 2,Marvel Studios,1,1,1,0
258830100,Deadpool 2,Donners’ Company,2,,,1
258830100,Deadpool 2,Twentieth Century Fox,3,1,,
258830100,Deadpool 2,Kinberg Genre,4,1,1,
258830100,Deadpool 2,Maximum Effect ,5,,,1
258860100,Azhar,Balaji Motion Pictures,1,1,,1
258880100,Jimmy Vestvood: Amerikan Hero,Oky Doky Productions,1,,,1
258880100,Jimmy Vestvood: Amerikan Hero,Perfect Nose Productions,2,,,1
258880100,Jimmy Vestvood: Amerikan Hero,Soul Mining Productions,3,1,1,
258880100,Jimmy Vestvood: Amerikan Hero,The Worldwide Media Conspiracy,4,1,1,
259050100,Don’t Think Twice,The Film Arcade,1,1,,
259050100,Don’t Think Twice,Cold Iron Pictures,2,,,1
259050100,Don’t Think Twice,Secret Public Productions,3,,1,1
259080100,Les Innocentes,Aeroplan Films,1,,,1
259080100,Les Innocentes,France 2 Cinema,2,1,,1
259080100,Les Innocentes,Mandarin Cinema,3,,,1
259080100,Les Innocentes,Mars Films,4,,,1
259080100,Les Innocentes,Scope Pictures,5,,,1
259080100,Les Innocentes,Cofinova 11,6,1,1,0
259080100,Les Innocentes,La Banque Postale Image 8,7,1,1,
259080100,Les Innocentes,A Plus Image,8,1,1,
